trail_name,osm_id,total_score,breakdown,distance_miles,surface,difficulty,highway_type,county,ref
Trail 976865803,976865803,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 0, 'forest_service': 0}",0.398,ground,unknown,path,Unknown,nan
Trail 993293826,993293826,45,"{'surface': 20, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 0, 'forest_service': 0}",0.397,unpaved,unknown,footway,Unknown,nan
Paint Creek Trail (ext),611634265,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.396,ground,unknown,path,Unknown,nan
Trail 1240627430,1240627430,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.395,ground,grade4,track,Unknown,nan
Low Gap Trail,167432593,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.394,ground,unknown,path,Unknown,nan
Trail 478429551,478429551,60,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 0, 'forest_service': 0}",0.394,dirt,unknown,footway,Unknown,nan
Paint Pond Road,483220669,110,"{'surface': 35, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 10}",0.392,dirt,grade2,track,Unknown,FS 41P
Trail 725732025,725732025,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.392,ground,grade5,track,Unknown,nan
Wilson Boundary Road,945136767,105,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.391,ground,grade2,track,Yancey,nan
Jump Off Trail,590837928,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 10, 'forest_service': 0}",0.39,ground,unknown,footway,Unknown,nan
Cedar Rock Mountain Trail,1138658228,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.39,ground,unknown,path,Transylvania,nan
Trail 1354056986,1354056986,75,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.387,unpaved,grade2,track,Unknown,nan
Rail Line Way,1161222040,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.386,ground,unknown,track,Unknown,nan
Yellow Gap Road,481453257,75,"{'surface': 25, 'difficulty': 10, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.385,gravel,grade1,track,Transylvania,NFD 1206
Trail 976865798,976865798,55,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.385,unpaved,grade5,track,Unknown,nan
Stairs (Upper),478429517,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 10, 'forest_service': 0}",0.383,ground,unknown,footway,Unknown,nan
Bar-B-Q Pit Road,483228623,85,"{'surface': 20, 'difficulty': 15, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 10}",0.383,unpaved,grade4,track,Unknown,FS 209CB
Trail 686880908,686880908,60,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 0, 'forest_service': 0}",0.383,dirt,unknown,footway,Unknown,nan
Trail 146689762,146689762,95,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.382,ground,grade3,track,Unknown,nan
Trail 725732032,725732032,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.381,ground,grade5,track,Unknown,nan
Richland Creek Greenway,1202867027,60,"{'surface': 25, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 10, 'forest_service': 0}",0.38,gravel,unknown,footway,Unknown,nan
Lower Sidehill Connector,114869512,110,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 10}",0.379,ground,hiking,path,Unknown,FS 145
Trail 1242337102,1242337102,80,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.378,gravel,grade2,track,Unknown,nan
Yellow Gap Road,840282103,75,"{'surface': 25, 'difficulty': 10, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.377,gravel,grade1,track,Transylvania,NFD 1206
Deep Creek Trail,978558750,105,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.374,ground,grade2,track,Unknown,nan
Dakota Springs Loop,16620518,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.373,ground,unknown,path,Unknown,nan
Trail 1240048790,1240048790,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.37,ground,unknown,track,Unknown,nan
Brushy Mountain Trail,167431774,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.369,ground,unknown,path,Unknown,nan
Avery Creek Road,231342202,100,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 10}",0.369,gravel,grade2,track,Transylvania,FS 477
Trail 725732030,725732030,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.369,ground,grade5,track,Unknown,nan
Blanton Branch,1161199182,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.369,ground,unknown,track,Unknown,nan
Trail 1241711576,1241711576,95,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.369,ground,grade3,track,Unknown,nan
Trail 1287231139,1287231139,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.369,ground,unknown,track,Unknown,nan
Trail 1189853514,1189853514,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 0, 'forest_service': 0}",0.367,ground,unknown,path,Unknown,nan
Old Toll Road,16453157,110,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.364,gravel,grade2,track,Buncombe,nan
Trail 930428385,930428385,55,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.364,unpaved,unknown,track,Unknown,nan
Trail 542987879,542987879,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 0, 'forest_service': 0}",0.361,ground,unknown,path,Unknown,nan
Big Tom Gap Trail,388053897,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.36,ground,alpine_hiking,path,Unknown,TR 191A
Blue Ridge Parkway Visitor Center TRACK Trail,680918732,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 10, 'forest_service': 0}",0.359,ground,unknown,footway,Unknown,nan
Rainbow Road,16419052,110,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.358,ground,mountain_hiking,path,Buncombe,nan
Green Knob Trail,146253848,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.358,ground,mountain_hiking,path,Unknown,TR 182
Trail 668680065,668680065,95,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.358,ground,grade3,track,Unknown,nan
Art Loeb Trail,453605917,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.357,ground,unknown,path,Unknown,nan
Seniard Ridge Trail,903828144,65,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.356,unpaved,grade5,track,Unknown,nan
Porters Creek Trail,1072666701,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.356,ground,unknown,path,Unknown,nan
Lookout Trail,452831939,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.355,ground,mountain_hiking,path,Unknown,nan
Auger Hole Trail,725732045,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.354,ground,mountain_hiking,path,Unknown,nan
Trail 1322293968,1322293968,75,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.354,unpaved,grade3,track,Unknown,nan
Trail 146689752,146689752,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.353,ground,grade4,track,Unknown,nan
Harry Bryan Trail,150634909,100,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.352,ground,hiking,path,Unknown,nan
Big Green Trail footpath connector to Mac's Gap Trail,368708330,80,"{'surface': 20, 'difficulty': 25, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.352,unpaved,hiking,path,Jackson,nan
Black Mountain Trail,1009980088,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.351,ground,unknown,path,Unknown,127
Seniard Ridge Trail,903828138,85,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.35,unpaved,grade3,track,Unknown,nan
Trail 903828145,903828145,55,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.35,unpaved,grade5,track,Unknown,nan
Mountains-to-Sea Trail,627876811,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.346,ground,mountain_hiking,path,Unknown,nan
UNCA Perimeter Trail,686880924,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 10, 'forest_service': 0}",0.344,dirt,unknown,footway,Unknown,nan
Hemlock Springs Tr.,294112193,75,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.343,dirt,unknown,path,Unknown,nan
Sam Knob Trail,403539762,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.343,ground,unknown,path,Unknown,nan
Round Knob Trail,988925567,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.342,ground,unknown,path,Unknown,nan
Deep Gap,1161192495,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.342,ground,unknown,track,Unknown,nan
Trail 1326051482,1326051482,60,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 0, 'forest_service': 0}",0.342,dirt,unknown,footway,Unknown,nan
Allens Branch Pond Loop,727189475,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.341,ground,unknown,path,Unknown,TR 209
Trail 844663980,844663980,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 0, 'forest_service': 0}",0.341,ground,unknown,path,Unknown,nan
Trail 326452450,326452450,45,"{'surface': 20, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 0, 'forest_service': 0}",0.34,unpaved,unknown,footway,Unknown,nan
Trail 503989684,503989684,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 0, 'forest_service': 0}",0.34,ground,unknown,path,Unknown,nan
Bradley Creek Trail,814325892,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.34,ground,unknown,path,Unknown,351
Bearwallow Valley Trail,518163397,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.339,ground,mountain_hiking,path,Unknown,nan
Reese Trail,683267168,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.339,ground,unknown,path,Unknown,nan
Blue Ridge Environmental Defense League Nature Trail,703450649,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 10, 'forest_service': 0}",0.339,dirt,unknown,footway,Unknown,nan
Trail 725732006,725732006,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.338,ground,grade5,track,Unknown,nan
Trail 1113384136,1113384136,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.338,ground,unknown,track,Unknown,nan
CCC Road,725732029,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.335,ground,grade5,track,Transylvania,nan
Trail 1112770773,1112770773,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.335,ground,unknown,track,Unknown,nan
Trail 172853614,172853614,90,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 10, 'named': 0, 'forest_service': 0}",0.333,ground,hiking,path,Unknown,nan
Trail 16634119,16634119,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 10}",0.332,ground,unknown,track,Unknown,FS 4643
Trail 1354056974,1354056974,75,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.332,unpaved,grade3,track,Unknown,nan
Trace Ridge,202430397,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.331,ground,unknown,path,Unknown,354
Crayton Trail,685481777,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 10, 'forest_service': 0}",0.331,dirt,unknown,footway,Unknown,nan
Trail 609065417,609065417,60,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 0, 'forest_service': 0}",0.33,dirt,unknown,footway,Unknown,nan
Trail 1272611364,1272611364,45,"{'surface': 20, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 0, 'forest_service': 0}",0.33,unpaved,unknown,footway,Unknown,nan
Gabes Mountain Trail,1185062685,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.329,ground,unknown,path,Unknown,nan
Trail 135266423,135266423,95,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.327,ground,grade3,track,Unknown,nan
Campground Trail,146253897,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.324,ground,mountain_hiking,path,Unknown,nan
Upper Cove Creek - B,628901557,105,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 10}",0.322,ground,grade4,track,Unknown,FS 225B
Trail 684498478,684498478,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.322,ground,grade4,track,Unknown,nan
Graybeard Trail,1037894187,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.321,ground,mountain_hiking,path,Unknown,nan
Trail 16622349,16622349,55,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.319,unpaved,unknown,track,Jackson,nan
Trail 684498482,684498482,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.318,ground,grade4,track,Unknown,nan
Trail 945136753,945136753,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.318,ground,grade4,track,Unknown,nan
Trail 478429513,478429513,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 0, 'forest_service': 0}",0.314,ground,unknown,footway,Unknown,nan
Trail 363234525,363234525,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 0, 'forest_service': 0}",0.313,unpaved,unknown,path,Unknown,nan
Cove Creek - Daniel Connector,313769041,75,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.312,dirt,unknown,path,Unknown,nan
Golden Ridge Trail,938617446,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.31,ground,unknown,path,Unknown,TR 294
Washburn Trail,1218019396,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 10, 'forest_service': 0}",0.31,ground,unknown,footway,Unknown,nan
Carolina Mountain Trail,271670190,100,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.309,ground,hiking,path,Unknown,nan
Deep Creek Trail,943764565,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.306,ground,unknown,track,Unknown,nan
Trail 609065421,609065421,60,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 0, 'forest_service': 0}",0.304,dirt,unknown,footway,Unknown,nan
Blue Ridge Parkway Visitor Center TRACK Trail,680918737,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 10, 'forest_service': 0}",0.304,ground,unknown,footway,Unknown,nan
Ashton's Trail,815669675,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.304,ground,unknown,path,Unknown,nan
Trail 1113384138,1113384138,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.304,ground,unknown,track,Unknown,nan
Trail 1113392638,1113392638,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.304,ground,unknown,track,Unknown,nan
Trail 977039308,977039308,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 0, 'forest_service': 0}",0.302,ground,unknown,path,Unknown,nan
Trail 1157670334,1157670334,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.302,dirt,unknown,track,Unknown,nan
Waterrock Knob Trail,210982483,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.301,ground,mountain_hiking,path,Unknown,nan
Old Mill Trail,408780323,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 10, 'forest_service': 0}",0.301,ground,unknown,footway,Unknown,nan
Big Berea Road,295320535,85,"{'surface': 35, 'difficulty': 15, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.299,dirt,grade4,path,Unknown,nan
Cove Creek Trail,628901560,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.298,ground,unknown,path,Unknown,340
Warbler Trail,734257147,75,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.298,dirt,unknown,path,Unknown,nan
Plott Balsam Trail,800789917,75,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.298,dirt,unknown,path,Unknown,nan
Log Hollow Road,903828137,95,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 10}",0.298,unpaved,grade3,track,Unknown,FS 5045
Commissary Trail,146253867,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.297,ground,grade4,track,Yancey,nan
Trail 1413418817,1413418817,55,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.297,unpaved,unknown,track,Unknown,nan
